timestamp,region,pm25,temperature,humidity
,location,,20.27,33.19
2024-12-31T22:30:00.000Z,New Delhi-8118,204.0,22.87,58.82
2025-01-01T02:30:00.000Z,New Delhi-8118,165.0,29.45,40.88
2025-01-01T06:30:00.000Z,New Delhi-8118,188.0,29.9,36.24
2025-01-01T10:30:00.000Z,New Delhi-8118,202.0,34.43,56.93
2025-01-01T14:30:00.000Z,New Delhi-8118,196.0,27.04,53.04
2025-01-01T18:30:00.000Z,New Delhi-8118,200.0,30.31,36.33
2025-01-01T21:30:00.000Z,New Delhi-8118,173.0,32.82,61.44
2025-01-02T01:30:00.000Z,New Delhi-8118,153.0,32.49,35.39
2025-01-02T05:30:00.000Z,New Delhi-8118,204.0,21.89,43.39
2025-01-02T09:30:00.000Z,New Delhi-8118,213.0,32.48,47.74
2025-01-02T13:30:00.000Z,New Delhi-8118,217.0,22.79,42.01
2025-01-02T17:30:00.000Z,New Delhi-8118,210.0,27.16,36.61
2025-01-02T20:30:00.000Z,US Diplomatic Post: New Delhi-8118,213.0,26.25,38.05
2025-01-03T00:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,20.93,54.48
2025-01-03T04:30:00.000Z,US Diplomatic Post: New Delhi-8118,210.0,22.05,58.72
2025-01-03T08:30:00.000Z,US Diplomatic Post: New Delhi-8118,382.0,24.54,60.51
2025-01-03T12:30:00.000Z,US Diplomatic Post: New Delhi-8118,213.0,33.63,31.25
2025-01-03T16:30:00.000Z,US Diplomatic Post: New Delhi-8118,345.0,21.82,31.61
2025-01-03T19:30:00.000Z,US Diplomatic Post: New Delhi-8118,250.0,31.35,55.35
2025-01-03T23:30:00.000Z,US Diplomatic Post: New Delhi-8118,180.0,23.75,34.75
2025-01-04T03:30:00.000Z,US Diplomatic Post: New Delhi-8118,169.0,30.99,59.47
2025-01-04T07:30:00.000Z,US Diplomatic Post: New Delhi-8118,442.0,31.06,39.35
2025-01-04T11:30:00.000Z,US Diplomatic Post: New Delhi-8118,301.0,24.75,65.69
2025-01-04T15:30:00.000Z,US Diplomatic Post: New Delhi-8118,313.0,29.3,55.4
,location,,27.19,47.72
2025-01-04T22:30:00.000Z,New Delhi-8118,-999.0,23.26,66.4
2025-01-05T02:30:00.000Z,New Delhi-8118,-999.0,29.58,31.8
2025-01-05T06:30:00.000Z,New Delhi-8118,-999.0,28.02,53.73
2025-01-05T10:30:00.000Z,New Delhi-8118,-999.0,26.24,53.7
2025-01-05T14:30:00.000Z,New Delhi-8118,-999.0,34.45,68.15
2025-01-05T18:30:00.000Z,New Delhi-8118,-999.0,27.24,36.64
2025-01-05T21:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,22.52,63.05
2024-12-31T19:30:00.000Z,New Delhi-8118,371.0,32.38,59.61
2024-12-31T23:30:00.000Z,New Delhi-8118,187.0,20.36,55.84
2025-01-01T03:30:00.000Z,New Delhi-8118,154.0,30.02,44.47
2025-01-01T07:30:00.000Z,New Delhi-8118,176.0,34.9,50.81
2025-01-01T11:30:00.000Z,New Delhi-8118,204.0,25.61,34.07
2025-01-01T15:30:00.000Z,New Delhi-8118,211.0,32.84,67.79
,location,,20.6,34.55
2025-01-01T22:30:00.000Z,New Delhi-8118,173.0,34.75,39.35
2025-01-02T02:30:00.000Z,New Delhi-8118,140.0,30.07,32.13
2025-01-02T06:30:00.000Z,New Delhi-8118,209.0,25.96,57.8
2025-01-02T10:30:00.000Z,New Delhi-8118,217.0,24.12,59.27
2025-01-02T14:30:00.000Z,New Delhi-8118,262.0,32.44,39.9
2025-01-02T18:30:00.000Z,New Delhi-8118,208.0,28.39,31.26
2025-01-02T21:30:00.000Z,US Diplomatic Post: New Delhi-8118,211.0,34.57,45.49
2025-01-03T01:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,28.16,59.55
2025-01-03T05:30:00.000Z,US Diplomatic Post: New Delhi-8118,258.0,34.91,62.7
2025-01-03T09:30:00.000Z,US Diplomatic Post: New Delhi-8118,330.0,25.7,43.89
2025-01-03T13:30:00.000Z,US Diplomatic Post: New Delhi-8118,237.0,30.84,55.5
2025-01-03T17:30:00.000Z,US Diplomatic Post: New Delhi-8118,352.0,30.31,48.81
2025-01-03T20:30:00.000Z,US Diplomatic Post: New Delhi-8118,192.0,30.47,69.91
2025-01-04T00:30:00.000Z,US Diplomatic Post: New Delhi-8118,190.0,30.07,65.37
2025-01-04T04:30:00.000Z,US Diplomatic Post: New Delhi-8118,225.0,29.3,55.44
2025-01-04T08:30:00.000Z,US Diplomatic Post: New Delhi-8118,400.0,22.09,60.21
2025-01-04T12:30:00.000Z,US Diplomatic Post: New Delhi-8118,288.0,24.96,58.14
2025-01-04T16:30:00.000Z,US Diplomatic Post: New Delhi-8118,323.0,22.24,33.56
2025-01-04T19:30:00.000Z,New Delhi-8118,254.0,22.45,49.97
2025-01-04T23:30:00.000Z,New Delhi-8118,-999.0,30.08,45.53
2025-01-05T03:30:00.000Z,New Delhi-8118,-999.0,20.71,35.16
2025-01-05T07:30:00.000Z,New Delhi-8118,-999.0,20.32,62.04
