timestamp,region,pm25,temperature,humidity
2025-01-06T01:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,32.81,46.31
2025-01-06T05:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,25.66,44.0
2025-01-06T09:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,28.45,39.99
2025-01-06T13:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,29.21,34.46
2025-01-06T17:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,34.86,46.99
2025-01-06T20:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,20.48,68.4
2025-01-07T00:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,32.91,44.54
2025-01-07T04:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,24.73,63.09
2025-01-07T08:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,20.19,59.97
2025-01-07T12:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,25.95,45.29
2025-01-07T16:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,22.97,56.11
2025-01-07T19:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,29.71,43.07
