timestamp,region,pm25,temperature,humidity
2025-01-07T21:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,30.67,45.4
2025-01-08T01:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,31.72,56.0
2025-01-08T05:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,24.04,60.32
2025-01-08T09:30:00.000Z,US Diplomatic Post: New Delhi-8118,81.0,34.63,42.84
2025-01-08T13:30:00.000Z,US Diplomatic Post: New Delhi-8118,117.0,26.62,39.18
2025-01-08T17:30:00.000Z,US Diplomatic Post: New Delhi-8118,270.0,34.07,41.83
2025-01-08T20:30:00.000Z,US Diplomatic Post: New Delhi-8118,234.0,23.61,52.17
2025-01-09T00:30:00.000Z,US Diplomatic Post: New Delhi-8118,176.0,26.11,36.03
2025-01-09T04:30:00.000Z,US Diplomatic Post: New Delhi-8118,183.0,21.76,63.12
2025-01-09T08:30:00.000Z,US Diplomatic Post: New Delhi-8118,427.0,25.36,57.21
