timestamp,region,pm25,temperature,humidity
2025-01-11T05:30:00.000Z,US Diplomatic Post: New Delhi-8118,183.0,27.15,38.95
2025-01-11T09:30:00.000Z,US Diplomatic Post: New Delhi-8118,192.0,26.9,32.38
2025-01-11T13:30:00.000Z,US Diplomatic Post: New Delhi-8118,164.0,21.22,37.27
2025-01-11T17:30:00.000Z,US Diplomatic Post: New Delhi-8118,126.0,27.64,56.52
2025-01-11T20:30:00.000Z,US Diplomatic Post: New Delhi-8118,129.0,32.13,54.75
2025-01-12T00:30:00.000Z,US Diplomatic Post: New Delhi-8118,173.0,27.9,62.84
2025-01-12T04:30:00.000Z,US Diplomatic Post: New Delhi-8118,137.0,28.33,53.81
2025-01-12T08:30:00.000Z,US Diplomatic Post: New Delhi-8118,144.0,30.46,42.36
2025-01-12T12:30:00.000Z,US Diplomatic Post: New Delhi-8118,138.0,23.19,46.2
2025-01-12T16:30:00.000Z,US Diplomatic Post: New Delhi-8118,217.0,26.24,49.26
