timestamp,region,pm25,temperature,humidity
2024-12-31T20:30:00.000Z,New Delhi-8118,343.0,27.45,38.87
2025-01-01T00:30:00.000Z,New Delhi-8118,189.0,22.57,65.3
2025-01-01T04:30:00.000Z,New Delhi-8118,170.0,22.15,30.81
2025-01-01T08:30:00.000Z,New Delhi-8118,202.0,29.67,34.61
2025-01-01T12:30:00.000Z,New Delhi-8118,203.0,33.05,48.5
2025-01-01T16:30:00.000Z,New Delhi-8118,213.0,33.99,36.11
2025-01-01T19:30:00.000Z,New Delhi-8118,163.0,28.32,53.24
2025-01-01T23:30:00.000Z,New Delhi-8118,176.0,33.93,34.08
2025-01-02T03:30:00.000Z,New Delhi-8118,167.0,33.54,55.95
2025-01-02T07:30:00.000Z,New Delhi-8118,179.0,33.9,34.53
2025-01-02T11:30:00.000Z,New Delhi-8118,191.0,26.23,58.21
2025-01-02T15:30:00.000Z,New Delhi-8118,308.0,24.38,55.02
,location,,22.09,32.3
2025-01-02T22:30:00.000Z,US Diplomatic Post: New Delhi-8118,200.0,28.7,40.89
2025-01-03T02:30:00.000Z,US Diplomatic Post: New Delhi-8118,203.0,26.75,31.21
2025-01-03T06:30:00.000Z,US Diplomatic Post: New Delhi-8118,349.0,29.72,35.61
2025-01-03T10:30:00.000Z,US Diplomatic Post: New Delhi-8118,278.0,32.74,49.03
2025-01-03T14:30:00.000Z,US Diplomatic Post: New Delhi-8118,265.0,24.54,43.76
2025-01-03T18:30:00.000Z,US Diplomatic Post: New Delhi-8118,333.0,23.48,58.6
2025-01-03T21:30:00.000Z,US Diplomatic Post: New Delhi-8118,149.0,23.21,31.96
2025-01-04T01:30:00.000Z,US Diplomatic Post: New Delhi-8118,179.0,26.7,50.05
2025-01-04T05:30:00.000Z,US Diplomatic Post: New Delhi-8118,334.0,21.18,37.02
2025-01-04T09:30:00.000Z,US Diplomatic Post: New Delhi-8118,370.0,31.61,40.07
2025-01-04T13:30:00.000Z,US Diplomatic Post: New Delhi-8118,278.0,24.51,54.86
2025-01-04T17:30:00.000Z,US Diplomatic Post: New Delhi-8118,303.0,33.5,53.67
2025-01-04T20:30:00.000Z,New Delhi-8118,219.0,23.92,63.19
2025-01-05T00:30:00.000Z,New Delhi-8118,-999.0,27.92,43.88
2025-01-05T04:30:00.000Z,New Delhi-8118,-999.0,20.69,42.93
2025-01-05T08:30:00.000Z,New Delhi-8118,-999.0,28.93,55.67
2025-01-05T12:30:00.000Z,New Delhi-8118,-999.0,24.81,33.04
2025-01-05T16:30:00.000Z,New Delhi-8118,-999.0,31.86,32.45
2025-01-05T19:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,31.78,66.91
