timestamp,region,pm25,temperature,humidity
2025-01-05T23:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,32.67,30.26
2025-01-06T03:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,32.4,40.15
2025-01-06T07:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,27.08,36.59
2025-01-06T11:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,23.63,30.92
2025-01-06T15:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,32.79,58.2
,location,,28.23,53.66
2025-01-06T22:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,26.04,39.96
2025-01-07T02:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,29.55,33.23
2025-01-07T06:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,34.18,37.03
2025-01-07T10:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,23.79,63.53
2025-01-07T14:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,27.46,56.6
2025-01-07T18:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,32.7,43.78
