timestamp,region,pm25,temperature,humidity
2025-01-09T13:30:00.000Z,US Diplomatic Post: New Delhi-8118,374.0,34.04,37.7
2025-01-09T17:30:00.000Z,US Diplomatic Post: New Delhi-8118,339.0,24.12,37.9
2025-01-09T20:30:00.000Z,US Diplomatic Post: New Delhi-8118,359.0,33.24,33.99
2025-01-10T00:30:00.000Z,US Diplomatic Post: New Delhi-8118,289.0,20.66,65.35
2025-01-10T04:30:00.000Z,US Diplomatic Post: New Delhi-8118,207.0,20.35,41.47
2025-01-10T08:30:00.000Z,US Diplomatic Post: New Delhi-8118,207.0,26.22,42.27
2025-01-10T12:30:00.000Z,US Diplomatic Post: New Delhi-8118,196.0,25.11,44.29
2025-01-10T16:30:00.000Z,US Diplomatic Post: New Delhi-8118,273.0,26.38,44.26
2025-01-10T19:30:00.000Z,US Diplomatic Post: New Delhi-8118,243.0,29.88,59.64
2025-01-10T23:30:00.000Z,US Diplomatic Post: New Delhi-8118,146.0,21.82,55.98
2025-01-11T03:30:00.000Z,US Diplomatic Post: New Delhi-8118,143.0,28.65,38.67
