timestamp,region,pm25,temperature,humidity
2025-01-06T00:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,27.81,42.54
2025-01-06T04:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,34.66,38.24
2025-01-06T08:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,29.17,41.36
2025-01-06T12:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,31.73,67.28
2025-01-06T16:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,32.24,58.96
2025-01-06T19:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,32.0,31.36
2025-01-06T23:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,30.25,46.71
2025-01-07T03:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,25.95,45.96
2025-01-07T07:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,21.4,34.53
2025-01-07T11:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,23.93,38.32
2025-01-07T15:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,31.6,38.86
,location,,33.81,31.44
