timestamp,region,pm25,temperature,humidity
,location,,20.27,33.19
2024-12-31T22:30:00.000Z,New Delhi-8118,204.0,22.87,58.82
2025-01-01T02:30:00.000Z,New Delhi-8118,165.0,29.45,40.88
2025-01-01T06:30:00.000Z,New Delhi-8118,188.0,29.9,36.24
2025-01-01T10:30:00.000Z,New Delhi-8118,202.0,34.43,56.93
2025-01-01T14:30:00.000Z,New Delhi-8118,196.0,27.04,53.04
2025-01-01T18:30:00.000Z,New Delhi-8118,200.0,30.31,36.33
2025-01-01T21:30:00.000Z,New Delhi-8118,173.0,32.82,61.44
2025-01-02T01:30:00.000Z,New Delhi-8118,153.0,32.49,35.39
2025-01-02T05:30:00.000Z,New Delhi-8118,204.0,21.89,43.39
2025-01-02T09:30:00.000Z,New Delhi-8118,213.0,32.48,47.74
2025-01-02T13:30:00.000Z,New Delhi-8118,217.0,22.79,42.01
2025-01-02T17:30:00.000Z,New Delhi-8118,210.0,27.16,36.61
2025-01-02T20:30:00.000Z,US Diplomatic Post: New Delhi-8118,213.0,26.25,38.05
2025-01-03T00:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,20.93,54.48
2025-01-03T04:30:00.000Z,US Diplomatic Post: New Delhi-8118,210.0,22.05,58.72
2025-01-03T08:30:00.000Z,US Diplomatic Post: New Delhi-8118,382.0,24.54,60.51
2025-01-03T12:30:00.000Z,US Diplomatic Post: New Delhi-8118,213.0,33.63,31.25
2025-01-03T16:30:00.000Z,US Diplomatic Post: New Delhi-8118,345.0,21.82,31.61
2025-01-03T19:30:00.000Z,US Diplomatic Post: New Delhi-8118,250.0,31.35,55.35
2025-01-03T23:30:00.000Z,US Diplomatic Post: New Delhi-8118,180.0,23.75,34.75
2025-01-04T03:30:00.000Z,US Diplomatic Post: New Delhi-8118,169.0,30.99,59.47
2025-01-04T07:30:00.000Z,US Diplomatic Post: New Delhi-8118,442.0,31.06,39.35
2025-01-04T11:30:00.000Z,US Diplomatic Post: New Delhi-8118,301.0,24.75,65.69
2025-01-04T15:30:00.000Z,US Diplomatic Post: New Delhi-8118,313.0,29.3,55.4
,location,,27.19,47.72
2025-01-04T22:30:00.000Z,New Delhi-8118,-999.0,23.26,66.4
2025-01-05T02:30:00.000Z,New Delhi-8118,-999.0,29.58,31.8
2025-01-05T06:30:00.000Z,New Delhi-8118,-999.0,28.02,53.73
2025-01-05T10:30:00.000Z,New Delhi-8118,-999.0,26.24,53.7
2025-01-05T14:30:00.000Z,New Delhi-8118,-999.0,34.45,68.15
2025-01-05T18:30:00.000Z,New Delhi-8118,-999.0,27.24,36.64
2025-01-05T21:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,22.52,63.05
